tieu_de,gia_ban,don_gia,dien_tich,dia_chi,mo_ta,dien_thoai,loai_hinh,dien_tich_dat,dien_tich_su_dung,gia_m2,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,huong_cua_chinh,dac_diem,chieu_ngang,chieu_dai,ma_can,ten_phan_khu_lo,bieu_do_gia
NHÀ GÒ VẤP 4 tỷ 3 PHÒNG NGỦ HẺM 3M,"4,19 tỷ","174,58 triệu/m²",24 m²,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","SIÊU PHẨM 3 TẦNG ĐẸP TỪNG CM - PHẠM VĂN CHIÊU - GÒ VẤP - HẺM XE HƠI 4 CHỔ ĐỒNG BỘ - 22M2(5X4.5M) - 3PN 3WC - FULL NỘI THẤT - GIÁ 4.19 TỶ bớt lộc

💎 Nhà diện tích 25m2. Sổ cn 22m , ngang 5m dài 4.5m, 3 tầng BTCT bao gồm: tầng trệt, 2 lầu, . Sổ vuông vức, 3PN, 3WC. 
💎 Vị trí ngay Phạm Văn Chiêu, Phường 14, Gò Vấp, thuận tiện di chuyển sân bay TSN.
💎 Nhà đẹp vào ở ngay, tiện ích bao quanh, chợ, trường học, siêu thị, ngân hàng...
💎 Chính chủ, pháp lý chuẩn, thiện chí bán.",0332455481,"Nhà ngõ, hẻm",24 m²,60 m²,"174,58 triệu/m²",Đã có sổ,3 phòng,3 phòng,3,Nội thất cao cấp,,Hẻm xe hơi,5 m,4.5 m,,,"[105.71, 108.33, 105.8, 104, 104, 107.82, 114.29, 114.29, 120.59, 122.49, 122.49, 122.49, 122.49]"
"Nhà 30M2 2 Tầng 2 PN Gần Chợ Gò Vấp, ST Emart, ĐH CN TPHCM",4 tỷ,"133,33 triệu/m²",30 m²,"Đường Nguyễn Thái Sơn, Phường 4, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","30M2, Nhà 2 Tầng, Gần Chợ Gò Vấp, ĐH CN TPHCM 

** 5M x 6M, nở hậu, xây 2 Tầng cứng cáp
** Gồm PK, Bếp, 2 PN, 2 VS, giếng trời thoáng, sáng
** Kết cấu vững chắc, không gian rộng rãi
** Hẻm bê tông 3m sạch đẹp, an nình, vài bước lên xe hơi, xe tải
** Gần chợ Gò Vấp, ĐH CN TPHCM, ST Emart Phan Văn Trị, giáp Bình Thạnh, Phú Nhuận..

LH Em SƠN xem nhà
MS: DA0.EB.ChuoGPH",077755 ***,"Nhà ngõ, hẻm",30 m²,54 m²,"133,33 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,Nhà nở hậu,5 m,6 m,,,"[107.04, 97.74, 115.63, 105.69, 105.69, 124.33, 124.33, 124.33]"
NHÀ RIÊNG SÁT BV 175 DTSD 30M2 GẦN HXH THÔNG TIỆN ÍCH ĐỦ NHỈNH 2 TỶ,"2,75 tỷ","183,33 triệu/m²",15 m²,"Đường số 1, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","🏡 Nhà khu trung tâm P.3, Gò Vấp
📐 Diện tích khoảng 15.3m², có sân để xe rộng
🏗 Kết cấu 1 trệt 1 lầu, thêm gác.

📍 Gần Nguyễn Văn Công, chợ Bạch Đằng, CV Gia Định, BV 175, di chuyển ra sân bay thuận tiện

🌿 Khu dân cư an ninh, yên tĩnh

📄 Pháp lý rõ ràng, không vướng quy hoạch",,"Nhà ngõ, hẻm",15 m²,,"183,33 triệu/m²",Đã có sổ,2 phòng,,,Hoàn thiện cơ bản,,,,,,,"[108.38, 106.16, 121.52, 121.52, 109.72, 109.77, 116.25, 116.25, 124.77, 115.99, 115.99, 115.99, 115.99]"
58m2x4tầng HXT6M Phan Huy Ích Gò Vấp 6tỷ39,"6,39 tỷ","110,17 triệu/m²",58 m²,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","NHÀ MỚI ĐẸP 
HẺM XE TẢI 6M THÔNG – PHAN HUY ÍCH, P.12, GÒ VẤP.
📍 📐 Diện tích: 58m2 (4m x 14,5m) X4tầng 

🏗 Kết cấu: 1 trệt, 3 lầu (4 tấm), sân thuợng (5 PN, 4 WC)

🚛 Hẻm xe tải 6m thông thoáng, ôtô ngủ nhà 
 
📜 Sổ hồng riêng, mới – đã hoàn công đầy đủ
✨ Nhà mới đẹp, chỉ việc dọn vào ở ngay
Alo Diễm xem nhà gặp Chính Chủ",090390 ***,"Nhà ngõ, hẻm",58 m²,,"110,17 triệu/m²",Đã có sổ,5 phòng,5 phòng,4,,,Hẻm xe hơi,4 m,14.5 m,,,"[101.42, 101.42, 105.04, 102.5, 114.29, 111.45, 103.65, 116.62, 124.7, 106.58, 114.29]"
Nhà mới 60m2 x4 tầng HXT Phạm Văn Chiêu - Gò Vấp 7tỷ25,"7,25 tỷ","120,83 triệu/m²",60 m²,"Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Nhà mới 4 tầng BTCT kiêng cố,
 hẻm xe tải Phạm Văn Chiêu - Gò Vấp ( nay là An Hội Tây)

-60m2 (4x15) x4 tầng- sân thượng ôtô ngủ nhà (4pn 4wc)

Nhà gần mặt tiền đường 
Hẻm xe tải trước nhà

SHR, hoàn công đủ 
Alo Diễm xem nhà gặp chính chủ",090390 ***,"Nhà ngõ, hẻm",60 m²,,"120,83 triệu/m²",Đã có sổ,4 phòng,4 phòng,4,,,Hẻm xe hơi,4 m,15 m,,,"[105.71, 108.33, 105.8, 104, 104, 107.82, 114.29, 114.29, 120.59, 122.49, 122.49, 122.49, 122.49]"
CHDV GẦN NGUYỄN VĂN LƯỢNG GÒ VẤP.222M2,"36,5 tỷ","166,67 triệu/m²",219 m²,"Đường Thống Nhất, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","I 👉CTN.2763112A.

👉Nguyễn văn LƯỢNGP16-Gò vấp-219m-Giá 36,5 Tỷ
👉Hẻm xe tải đổ cửa Giáp Nguyễn Văn Lượng khu vực ẩm thực xung túc bật nhất Gò Vấp. 
👉Ngang khủng 8m.
👉Dài 28m Nhà 5 tầng, sân thượng trước .
👉Kết Cấu :Gồm 33 Phòng rộng rãi có 1 Mặt Tiền cho thuê 10tr)tháng. 
👉Bãi để rộng rãi, phòng giặt ,có thang máy 700kg lên sân 
Thượng.
👉Doanh thu 200tr /tháng 
💰SỔ HỒNG RIÊNG. CHUẨN CHỈNH. 
📞***",0337253307,"Nhà ngõ, hẻm",219 m²,219 m²,"166,67 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,5,Nội thất đầy đủ,,Hẻm xe hơi,8 m,28 m,,,"[107.14, 107.86, 107.86, 110.94, 110.94, 107.14, 109.09, 109.09, 109.09, 110.61, 110.61, 110.61, 110.61]"
LÊ ĐỨC THỌ - 96M2- 4 TẦNG - 4PN- 7.8 TỶ- HOÀN CÔNG- SỔ HỒNG RIÊNG,"7,8 tỷ","81,25 triệu/m²",96 m²,"Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","🚘 Nhà hẻm ô tô 6m Lê Đức Thọ, P.An Hội Đông (P.13 cũ), đối diện Trường Nguyễn Trãi, sát mặt tiền.
📐 96m² (4x24), 1 trệt 2 lầu sân thượng, 4PN 5WC, sân đậu ô tô.
🏡 Khu dân cư cao ráo, đông đúc – ở sướng, làm CHDV hoặc giữ tài sản đều ngon.
📍 Gần chợ An Hội, Hạnh Thông Tây, ngã tư LĐT – PVC, kết nối Quang Trung, Nguyễn Văn Lượng.
💰 Giá 7.8 tỷ – sổ hồng riêng, hoàn công, công chứng ngay 🔥",0984350135,"Nhà ngõ, hẻm",96 m²,96 m²,"81,25 triệu/m²",Đã có sổ,4 phòng,5 phòng,4,,Đông,,4 m,24 m,,,"[100.94, 84.95, 84.95, 118.18, 118.18, 99.36, 124, 105.04, 112.5, 131.15, 112.78, 126.92, 126.92]"
"Mặt tiền Phạm Văn Đồng, 2 tầng, 5m x 8m, sổ vuông vức, không lộ giới","7,45 tỷ","186,25 triệu/m²",40 m²,"Đường Phạm Văn Đồng, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","Cần bán căn nhà mặt tiền Phạm Văn Đồng, phường 3, Gò Vấp.
- Diện tích: 5m x 8m, sổ vuông vức, không lộ giới.
- Kết cấu: 2 tầng 2 phòng ngủ 2 tolet.
- Phù hợp khách mua kinh doanh buôn bán.
- Giá chỉ 7.45 tỷ.
☎️☎️ Liên hệ: *** Duy Chiến.",,"Nhà mặt phố, mặt tiền",40 m²,,"186,25 triệu/m²",,2 phòng,,,,,,,,,,[]
"MẶT TIỀN KD, NGANG 8M, DÒNG TIỀN 22 TR, GẦN EMART, NHỈNH 7 TỶ, GÒ VẤP","7,9 tỷ","98,75 triệu/m²",80 m²,"Đường Đỗ Thúc Tịnh, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","MẶT TIỀN KINH DOANH -Đ. ĐỔ THÚC TỊNH, DÒNG TIỀN 22 TR/ T
- DT : 80m2
+ Mặt tiền Kinh doanh 2 tầng, 1 mặt bằng kinh doanh. 
+ Ngang 8m cực hiếm,
- Vị trí kinh doanh sầm uất, gần emart Phan Huy Ich - Chợ Hạnh Thông Tây, 
- Pháp lý chuẩn sổ vuông, hoàn công đầy đủ,
- Giá chỉ : 7.9 tỷ
- Liên hệ : Mr Sửu, xem nhà",0932019491,"Nhà mặt phố, mặt tiền",80 m²,,"98,75 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,Hẻm xe hơi,8 m,10 m,,,[]
[Chính chủ] bán nhà riêng trung tâm Gò Vấp vừa ở vừa khai thác,14 tỷ,"137,80 triệu/m²",101.6 m²,"6/4E Đường Phạm Văn Chiêu, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","[Chính chủ] bán nhà riêng trung tâm Gò Vấp vừa ở vừa khai thác dòng tiền 20-25tr/tháng
Địa chỉ: 6/4E Đường Phạm Văn Chiêu, Gò Vấp
- Giá bán: 14 tỷ hàng hiếm, giá cực tốt trong khu vực.
- Diện tích: 101.6m² MT 4.46m. Kết cấu: 1 trệt + 3 lầu (4 tầng). 5 Phòng ngủ 5 WC.
- Hẻm xe hơi vào tận nhà trung tâm Phạm Văn Chiêu - Quang Trung. Hướng: Đông Bắc.
- Pháp lý: Sổ đỏ đầy đủ công chứng ngay.
- Nhà hiện đang vận hành mô hình cho thuê & kinh doanh dịch vụ cao cấp, mang lại thu nhập thụ động trung bình 20, 25 triệu/tháng. Người mua có thể tiếp tục khai thác ngay, hoặc tự kinh doanh spa vì không gian đã đầu tư rất đẹp sang trọng chuẩn thẩm mỹ cao cấp.
- Để lại toàn bộ nội thất giá trị cao: Tủ quần áo gỗ lớn ~50 triệu. Hệ walk - in closet riêng cho từng phòng ngủ. Đầy đủ: Máy lạnh, giường, tủ lạnh, bếp. Chỉ việc xách vali vào ở thừa hưởng toàn bộ công năng & đầu tư sẵn có.
Gia đình cần nhà rộng, đẹp, trung tâm.
Liên hệ ngay: Trung Nguyễn 
Xem nhà thực tế thương lượng trực tiếp hỗ trợ pháp lý đầy đủ.
Nhà đẹp dòng tiền tốt vị trí hiếm giá đang rất hời. Xem là chốt!",0902009499,"Nhà ngõ, hẻm",101.6 m²,248.2 m²,"137,80 triệu/m²",Đã có sổ,5 phòng,5 phòng,3,Nội thất cao cấp,Đông Bắc,Hẻm xe hơi,4.46 m,20.4 m,,,"[108.33, 107.55, 113.34, 113, 116.67, 116.67, 112.39, 116.63, 116.63, 117.15, 117.15, 117.15, 117.15]"
MẶT TIỀN KINH DOANH PHẠM VĂN ĐỒNG GIÁ SIÊU RẺ,"7,45 tỷ","190,05 triệu/m²",39.2 m²,"Đường Phạm Văn Đồng, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","🔥 HÀNG HOT HIẾM – MẶT TIỀN PHẠM VĂN ĐỒNG – P.3, GÒ VẤP 🔥
📍 Vị trí đắc địa:
 • Mặt tiền lớn ~60m, tuyến đường kinh doanh cực kỳ sầm uất
 • Lưu lượng xe đông đúc, mua bán nhộn nhịp ngày đêm
🏠 Kết cấu: 1 trệt + 1 lầu, đúc BTCT kiên cố
📐 Diện tích: 5m x 8m Công nhận: 39.2m²
✅ Vị trí “siêu ngon” – phù hợp kinh doanh mọi ngành nghề, đầu tư giữ tiền, cho thuê giá cao
📕 Pháp lý: sổ hồng riêng

📞 Liên hệ xem nhà thực tế *** Tiên",0777044501,"Nhà ngõ, hẻm",39.2 m²,78 m²,"190,05 triệu/m²",Đã có sổ,2 phòng,3 phòng,2,Hoàn thiện cơ bản,Tây Bắc,Hẻm xe hơi,5 m,8 m,,A,"[160.9, 78.55, 78.55, 78.55, 114.76, 114.76, 114.76, 114.76, 106.92, 106.92, 106.92, 122.61, 160.9]"
HẺM XE HƠI - 1 BƯỚC RA MẶT TIỀN - 5 TẦNG MỚI KENG,"9,4 tỷ",235 triệu/m²,40 m²,"Đường Trương Đăng Quế, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","HẺM XE HƠI - 1 BƯỚC RA MẶT TIỀN - 5 TẦNG MỚI KENG - FULL NỘI THẤT CAO CẤP - 40m2 - TRƯƠNG ĐĂNG QUẾ - GÒ VẤP - 9,4tỷ

- Diện tích : 40m, 4 x 10 

- Kết cấu: 1 Trệt 3 lầu , sân thượng

- Đầy đủ công năng: 3PN khép kín rộng, sân thượng thoáng mát, bếp, phòng khách rộng.

- Nhà full nội thất cao cấp, đẹp lung linh, toàn nội thất sịn, bố trí rất hài hòa, vào muốn ở ngay.

- Hẻm nhựa xe hơi, sát mặt tiền

- Dân trí cao , khu cao tầng đồng bộ

- Vị trí giáp ngay Phú Nhuận, Bình Thạnh, sát sân bay Tân Sơn Nhất.

- Sổ vuông vức, pháp lý chuẩn.

- Liên hệ xem nhà Thuý Phan ***",0934845905,"Nhà ngõ, hẻm",40 m²,,235 triệu/m²,Đã có sổ,3 phòng,4 phòng,5,Nội thất cao cấp,,,4 m,10 m,,,"[106.55, 106.55, 106.55, 106.55, 106.55, 106.55, 106.55, 106.55]"
"QUANG TRUNG, ĐS 14, 81M2, 4 TẦNG, 4PN, HƠN 8 T.Ỷ","8,8 tỷ","108,64 triệu/m²",81 m²,"Đường Phạm Văn Chiêu, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","- Diện tích: 4 x 20
- Kết cấu: 4 Tầng: 4 Phòng ngủ, phòng thờ, sân thượng trước sau.
- Hẽm thoáng, khu An Ninh, thuận tiện.
- Sổ vuông đẹp, nhà mới, chủ bán gấp. 

Z📲 : *****7_9_7_8 (Ms2643)

#nhaphogovap #nhadepgovap #nhangongovap #nharegovap #7978nhachuangovap",,"Nhà ngõ, hẻm",81 m²,,"108,64 triệu/m²",Đã có sổ,4 phòng,3 phòng,4,Nội thất đầy đủ,,Hẻm xe hơi,4 m,20 m,,,"[108.33, 107.55, 113.34, 113, 116.67, 116.67, 112.39, 116.63, 116.63, 117.15, 117.15, 117.15, 117.15]"
"hiếm, siêu phẩm 5 tầng, tặng full nội thất","9,3 tỷ",186 triệu/m²,50 m²,"Đường Phạm Văn Chiêu, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","Siêu phẩm 5 tầng, Phạm Văn Chiêu, tiện ích xung quanh không thiếu gì, 4 phòng ngủ, 6 wc, có phòng spa tắm hơi, tặng toàn bộ nội thất xịn xò, chỉ việc xách vali vào ở, đường xe hơi quay đầu, không có căn thứ hai",0907564199,Nhà biệt thự,50 m²,,186 triệu/m²,Đã có sổ,4 phòng,6 phòng,5,Nội thất cao cấp,,Hẻm xe hơi,4 m,13 m,,,[]
"Bán nhà 1/ đường xe tải 8m sát MT, nhà SHR vuông đẹp chủ xây ở 5 Tầng","6,99 tỷ","131,89 triệu/m²",53 m²,"Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Gò Vấp, TP Hồ Chí Minh mới)","BÁN NHÀ VỊ TRÍ ĐẸP KINH DOANH - 
1/ ĐƯỜNG XE TẢI SÁT MẶT TIỀN.

*Phù hợp ở kinh doanh online - làm văn phòng công ty - kinh doanh spa nail - đầu tư cho thuê giữ tiền (khu có nhu cầu thuê cao, bao quanh nhiều đại học cao đẳng.
---------------
- Diện tích: 4m*13m, nhà đất SHR vuông đẹp, pháp lý chuẩn.

- Kết cấu: xây đúc BTCT 1 trệt 1 lửng 3 lầu bancông sân thượng giếng trời thoáng mát. Nhà gồm gara xe, phòng khách, bếp, 5 phòng ngủ 5 nhà vệ sinh.

- Vị trí: khu phố an ninh dân trí, gần mặt đường, tiện ích xung quanh 1-3km có đủ chợ, nhà thờ, trường học các cấp, siêu thị (Emart, Vincom, Lotte Mart). Thuận tiện 10 phút qua Ngã Năm Chuồng Chó vào Trung tâm hay đi sân bay.

- Giá còn TL chủ thiện chí bán.
-------------------
* Gọi ngay xem nhà đẹp và TL làm việc trực tiếp chính chủ.",0913420313,"Nhà ngõ, hẻm",53 m²,237 m²,"131,89 triệu/m²",Đã có sổ,5 phòng,5 phòng,5,Nội thất cao cấp,,Hẻm xe hơi,4 m,13.2 m,,,"[100, 90.85, 114.42, 111.19, 109.32, 109.32, 100, 118.24, 118.24, 106.41, 102.78, 126.51, 126.51]"
4❌15 HẺM 6M - GÒ VẤP 5 TẦNG - PHẠM VĂN CHIÊU - nhỉnh 9 TỶ,9 tỷ,150 triệu/m²,60 m²,"Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","🍀 HẺM XE HƠI VÀO NHÀ - NHÀ MỚI ĐẸP SANG XỊN
 KHU NHÀ CAO TẦNG ĐỒNG BỘ - DÂN TRÍ AN NINH 

🕌 5 phòng ngủ - 5 WC - Sân thượng
 Phòng giặt phơi - Sân để xe.

🛵 Gần E mart - Chợ Thạch Đà - Công viên Làng Hoa.

💸 Giá: hơn 9T còn TL nhiều 

❄️ Sổ vuông vức - Pháp lý chuẩn - Hoàn công đầy đủ.",089894 ***,"Nhà ngõ, hẻm",60 m²,,150 triệu/m²,Đã có sổ,5 phòng,5 phòng,,,,Hẻm xe hơi,4 m,15 m,,,"[105.71, 108.33, 105.8, 104, 104, 107.82, 114.29, 114.29, 120.59, 122.49, 122.49, 122.49, 122.49]"
CHDV SIÊU VIP - NHÀ 6 TẦNG - 20 PHÒNG - FULL NỘI THẤT CAO CẤP - TỰ KHA,"14,99 tỷ","149,90 triệu/m²",100 m²,"Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","Kết cấu: Nhà 6 tầng hầm , lửng 4 tầng sân thượng
 √ Hầm để xe
√ Lửng 3 phòng full nội thất cao cấp 3 WC
√ Tầng 1,2 3 mỗi tầng 4 phòng full nội thất tổng cộng 12 phòng, 12WC
 √ Sân thượng 3 phòng full nội thất cao cấp 3 WC 
√ Sân thượng 2 phòng full nội thất 
+ Vị trí : tiện ít xung quanh đa dạng, dân cư hiện hữu, dân trí 
🌹 Dòng tiền 9-10% Đã trang bị pccc. Tiêu lệnh 
+ Pháp lý chuẩn, sổ vuông A4, hoàn công đầy đủ, sổ cất két công chứng nhanh.",0909983786,"Nhà mặt phố, mặt tiền",100 m²,6000 m²,"149,90 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,6,Nội thất cao cấp,,Hẻm xe hơi,5 m,20 m,,,"[86.08, 86.08, 86.08, 86.08, 86.08, 86.08, 86.08, 86.08, 86.08, 86.08, 86.08, 86.08, 86.08]"
NHÀ 2 TẦNG - GẦN CĐ MIỀN NAM – 42M - SÁT MT -nhỉnh 3 T,"3,55 tỷ","84,52 triệu/m²",42 m²,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","• DT: 3.5M × 12M
 • Kết cấu: 1 trệt 1 lầu, 2 PN – 2 WC.
 • Vị trí đẹp: cách mặt tiền chỉ 3 căn.
 • Gần công viên Làng Hoa, cđ Miền Nam , Emart…tiện ích đầy đủ.
 • Chủ lâu đời, tự xây, chưa qua đầu tư.
 • Pháp lý: Sổ riêng A4, mua bán nhanh.

LH : Nguyễn Mai
Xem nhà linh hoạt, hỗ trợ tận tình 👍",,"Nhà ngõ, hẻm",42 m²,84 m²,"84,52 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,,,,3.5 m,12 m,,,"[105.71, 108.33, 105.8, 104, 104, 107.82, 114.29, 114.29, 120.59, 122.49, 122.49, 122.49, 122.49]"
🏡 2 TẦNG BTCT HẺM 3M - DTSD 50m2 NGAY BV HỒNG ĐỨC,"3,98 tỷ","150,19 triệu/m²",26.5 m²,"Đường Thống Nhất, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","💵 3Tỷ980tr Thương Lượng 🤝
📍 Thống Nhất - GV - Ngã 4 Thống Nhất - BV Hồng Đức,…
✅ 1 Trệt 1 Lầu - 2PN, 2WC, hẻm trước nhà 3m rộng, tiện đậu xe 
📐5m x 5,1m - DTSD 50m2 
✅ Nhà mới 100%, bàn giao Nội Thất như hình 
📒Sổ Hồng riêng hoàn công mua bán nhanh
☎️ *** (ĐÚNG NHÀ ĐÚNG GIÁ) 
‼️Miễn tiếp môi giới 👌",0932025399,"Nhà ngõ, hẻm",26.5 m²,50 m²,"150,19 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,,5 m,5.1 m,,,"[101.24, 108.31, 107.89, 107.89, 120.75, 104.71, 117.45, 113.33, 117.39, 117.39, 113.54, 113.54, 113.54]"
"Bán nhà hẻm xe hơi Phan Văn Trị,Gò Vấp, ngay Emart, 36M², 4Pn, 5.x tỷ","5,6 tỷ","155,56 triệu/m²",36 m²,"Đường Phan Văn Trị, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","Bán nhà hẻm xe hơi Phan Văn Trị,Gò Vấp, ngay Emart, 36M² x4 tầng,4PN, 5.6 tỷ TL
Hẻm xe hơi Phan Văn Trị thông Nguyễn Văn Nghi, kết nối Lê Quang Định , Nguyễn Thái Sơn, Dương Quảng Hàm
Ngay chợ Gò Vấp, ĐH Công Nghiệp4
Giáp Bình Thạnh, Phú Nhuận 
•Kết cấu: trệt, 2 lầu, sân thượng, 4 phòng ngủ
•Sổ hồng riêng, công chứng ngay
Phù hợp mua ở lâu dài hoặc cho thuê.
Mua bán nhà đất quận Gò Vấp giá rẻ
Bán nhà Gò Vấp",0839866249,"Nhà ngõ, hẻm",36 m²,,"155,56 triệu/m²",Đã có sổ,4 phòng,,,,,Hẻm xe hơi,,,,,"[130, 83.4, 83.4, 83.4, 83.4, 83.4, 83.4, 150.08, 183.75, 160, 160, 130, 130]"
Mặt Tiền Hẻm Xe Hơi - 45m2 - 3 Tầng - Nhỉnh 7 Tỷ,"7,25 tỷ","161,11 triệu/m²",45 m²,"Đường Lê Văn Thọ, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","Nhà Chính Chủ ở - Lê Văn Thọ 
- Mặt Tiền Hẻm Xe Hơi Thông 🚗 

🏠 45m2 , Nhà 3 Tầng Đúc , 3 PN Master , Phòng Thờ , Sân Thượng
🏠 Vị trí hẻm thông ra các khu vực đường Số , Lê Đức Thọ, Thống Nhất 

💰 7.x Tỷ ( x nhỏ ) 
☎️ Liên hệ ngay zalo ở phần SDT",0334142640,"Nhà ngõ, hẻm",45 m²,,"161,11 triệu/m²",Đã có sổ,3 phòng,4 phòng,3,Nội thất đầy đủ,,Hẻm xe hơi,,,,,"[122.08, 123.06, 106.25, 103.19, 85.24, 85.24, 85.24, 85.24]"
"NHÀ MỚI 4PN,5WC HXH NGUYỄN THÁI SƠN - Nhỉnh 6 Tỷ",6 tỷ,150 triệu/m²,40 m²,"Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","🏡 TIẾP TỤC LÊN SÓNG CĂN HXH NGUYỄN THÁI SƠN – 4 TẦNG BTCT – P.1 VIP GÒ VẤP 🔥

📍 Gần BV 175 – Emart , Vincom Phan Văn Trị – ĐH Công Nghiệp TpHCM– sát sân bay TSN
🔹 Diện tích: ~40m²
🔹 Kết cấu: trệt 2 lầu sân thượng
🔹 4PN – 5WC – nhà mới vào ở ngay
🚗 Hẻm xe hơi rộng, đậu ô tô ngày đêm, khu biệt thự dân trí cao

💰 Giá: Nhỉnh 6 TỶ (TL) – pháp lý chuẩn, công chứng nhanh
📞 Xem nhà là thích – chốt gọn trong tầm giá hiếm khu Trung tâm P.1 - Gò Vấp

📞📱 - Xem nhà ưng ý chốt liền tay",090981 ***,"Nhà ngõ, hẻm",40 m²,40 m²,150 triệu/m²,Đã có sổ,4 phòng,5 phòng,,Nội thất đầy đủ,Tây Nam,Hẻm xe hơi,4 m,10 m,,,"[142.61, 116.72, 109.88, 104.76, 110.46, 108.52, 116.59, 116.59]"
"Bán nhà mới xây Quang Trung, P.11 Gò Vấp, 44m2, 2PN, 4 tỷ 65","4,65 tỷ","105,68 triệu/m²",44 m²,"Đường Quang Trung, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","Bán nhà mới xây Quang Trung, P.11 Gò Vấp, 44m2, 2PN, full nội thất, giá chỉ 4 tỷ 65

📐 Diện tích: 4 x 11m – công nhận 41.1m²
🏗️ Kết cấu: 1 trệt 1 lầu kiên cố – gồm phòng khách, bếp, 2 phòng ngủ, 2WC
✨ Nhà mới đẹp, full nội thất cao cấp – chỉ việc xách vali vào ở ngay

📍 Vị trí trung tâm: Ngay trục Quang Trung, cạnh Coopmart, khu dân cư an ninh, tiện ích xung quanh đầy đủ
🚦 Kết nối nhanh 5 tuyến đường: Lê Văn Thọ, Phạm Văn Chiêu, Nguyễn Văn Khối, Thống Nhất, Cây Trâm – thuận tiện di chuyển Tân Bình, Phú Nhuận, Bình Thạnh, Quận 12, Thủ Đức,...

📜 Pháp lý rõ ràng: Sổ hồng riêng, hoàn công đầy đủ – công chứng ngay
💰 Giá bán: 4.65 tỷ (còn thương lượng chính chủ)

📞 Liên hệ Trang – để xem nhà ngay
T5SNCN3CEC",,"Nhà ngõ, hẻm",44 m²,,"105,68 triệu/m²",Đã có sổ,2 phòng,,2,Nội thất cao cấp,,,4 m,11 m,,,"[104.24, 109.38, 108.63, 108.63, 110.71, 94.55, 94.55, 110.23, 111.86, 114.29, 115.53, 102.75, 102.75]"
